name,location,line,votes,clears,createdAt,lastConfirmedAt
"Delayed train","Arlington","Green Line C - Westbound",0,0,2015-03-03T21:58:09.523Z,2015-03-03T21:58:09.523Z
"Train stopped between stations","Braintree","Red Line - Southbound",0,0,2015-03-27T22:57:17.022Z,2015-03-27T22:57:17.022Z
"Delayed train","Park Street","Green Line C - Westbound",0,0,2015-03-05T03:15:36.451Z,2015-03-05T03:15:36.451Z
"Train stopped between stations","JFK/UMass","Red Line - Southbound",0,0,2015-07-25T13:31:46.850Z,2015-07-25T13:31:46.850Z
"Delayed train","Malden Center","Orange Line - Southbound",2,1,2015-02-26T12:08:38.528Z,2015-02-26T12:17:35.702Z
"Train too crowded to board","Harvard Square","Red Line - Southbound",1,1,2015-02-27T12:34:11.478Z,2015-02-27T12:37:47.038Z
"Delayed train","Chinatown","Orange Line - Southbound",0,1,2015-02-27T22:59:27.629Z,2015-02-27T22:59:27.629Z
"Delayed train","North Station","Fitchburg Line - Outbound",0,0,2015-03-12T03:09:14.034Z,2015-03-12T03:09:14.034Z
"Delayed train","State Street","Orange Line - Southbound",0,0,2015-03-09T12:35:25.503Z,2015-03-09T12:35:25.503Z
"Train stopped between stations","Central Square","Red Line - Northbound",1,0,2015-03-03T22:22:14.370Z,2015-03-03T22:22:57.174Z
"Train standing by at station","Downtown Crossing","Orange Line - Southbound",0,0,2015-05-26T00:23:51.019Z,2015-05-26T00:23:51.019Z
"Train standing by at station","Ashland","Framingham-Worcester Line - Inbound",0,0,2015-03-17T18:00:19.372Z,2015-03-17T18:00:19.372Z
"Train stopped between stations","Porter Square","Red Line - Southbound",1,0,2015-03-04T13:46:36.693Z,2015-03-04T14:03:46.137Z
"Train standing by at station","Davis","Red Line - Southbound",0,0,2015-05-10T14:38:21.457Z,2015-05-10T14:38:21.457Z
"Train stopped between stations","Charles/MGH","Red Line - Southbound",2,0,2015-02-27T12:56:30.462Z,2015-02-27T12:59:06.621Z
"Delayed train","Downtown Crossing","Red Line - Southbound",0,0,2015-03-05T17:56:34.857Z,2015-03-05T17:56:34.857Z
"Overcrowded train","Malden Center","Orange Line - Southbound",6,0,2015-02-26T13:51:38.951Z,2015-02-26T14:08:48.438Z
"Delayed train","Alewife","Red Line - Northbound",0,0,2015-03-06T02:54:25.667Z,2015-03-06T02:54:25.667Z
"Train too crowded to board","Central Square","Red Line - Southbound",0,0,2015-03-18T12:05:06.045Z,2015-03-18T12:05:06.045Z
"Train standing by at station","South Station","Red Line - Southbound",1,1,2015-04-29T21:36:02.233Z,2015-04-29T21:46:33.914Z
"Normal conditions","South Station","Red Line - Southbound",0,0,2015-02-27T00:04:57.060Z,2015-02-27T00:04:57.060Z
"Delayed train","Porter Square","Red Line - Southbound",0,0,2015-02-27T12:24:14.975Z,2015-02-27T12:24:14.975Z
"Delayed train","Downtown Crossing","Red Line - Northbound",1,0,2015-03-05T22:15:28.633Z,2015-03-05T22:16:03.920Z
"Overcrowded platform","State Street","Orange Line - Northbound",0,0,2015-03-05T21:04:58.718Z,2015-03-05T21:04:58.718Z
"Normal conditions","Broadway","Red Line - Northbound",0,0,2015-02-26T14:32:39.787Z,2015-02-26T14:32:39.787Z
"Normal conditions","Central Square","Red Line - Northbound",2,0,2015-02-26T23:07:43.190Z,2015-02-26T23:08:52.104Z
"Delayed train","Alewife","Red Line - Southbound",0,0,2015-04-23T10:47:41.919Z,2015-04-23T10:47:41.919Z
"Disabled train","Assembly","Orange Line - Northbound",0,0,2015-07-08T20:17:15.034Z,2015-07-08T20:17:15.034Z
"Delayed train","Davis","Red Line - Southbound",0,0,2015-06-04T12:14:21.326Z,2015-06-04T12:14:21.326Z
"Train standing by at station","Forest Hills","Orange Line - Northbound",0,0,2015-04-16T15:33:32.378Z,2015-04-16T15:33:32.378Z
"Delayed train","Alewife","Red Line - Northbound",0,0,2015-02-27T05:28:40.919Z,2015-02-27T05:28:40.919Z
"Delayed train","Yawkey","Framingham-Worcester Line - Outbound",0,0,2015-05-27T00:30:28.318Z,2015-05-27T00:30:28.318Z
"Normal conditions","North Station","Haverhill Line - Outbound",0,0,2015-03-12T20:23:51.130Z,2015-03-12T20:23:51.130Z
"Delayed train","Oak Grove","Orange Line - Northbound",0,1,2015-02-25T16:24:39.817Z,2015-02-25T16:24:39.817Z
"Train standing by at station","Park Street","Green Line E - Westbound",1,0,2015-03-21T22:02:33.274Z,2015-03-21T22:08:35.771Z
"Train stopped between stations","Back Bay","Orange Line - Northbound",0,1,2015-07-06T21:29:46.852Z,2015-07-06T21:29:46.852Z
"Train stopped between stations","Porter Square","Red Line - Northbound",0,0,2015-03-04T00:21:57.290Z,2015-03-04T00:21:57.290Z
"Overcrowded train","Porter Square","Red Line - Southbound",0,0,2015-03-19T12:35:20.535Z,2015-03-19T12:35:20.535Z
"Train too crowded to board","Sullivan Square","Orange Line - Southbound",2,0,2015-03-27T12:29:33.260Z,2015-03-27T12:36:13.278Z
"Disabled train","Boston Univ. Central","Green Line B - Eastbound",0,0,2015-08-17T18:15:19.627Z,2015-08-17T18:15:19.627Z
"Normal conditions","Reservoir","Green Line D - Westbound",0,0,2015-02-26T22:25:05.355Z,2015-02-26T22:25:05.355Z
"Train too crowded to board","Alewife","Red Line - Northbound",0,0,2015-03-03T23:12:39.747Z,2015-03-03T23:12:39.747Z
"Delayed train","Ashmont","Red Line - Northbound",0,2,2015-06-06T16:59:19.019Z,2015-06-06T16:59:19.019Z
"Overcrowded platform","Arlington","Green Line D - Eastbound",0,0,2015-05-28T22:29:46.443Z,2015-05-28T22:29:46.443Z
"Disabled train","Alewife","Red Line - Southbound",0,0,2015-03-09T18:29:05.613Z,2015-03-09T18:29:05.613Z
"Delayed train","Boylston","Green Line D - Westbound",0,0,2015-04-28T21:06:44.951Z,2015-04-28T21:06:44.951Z
"Normal conditions","Tufts Medical Center","Orange Line - Southbound",0,0,2015-02-27T23:12:55.283Z,2015-02-27T23:12:55.283Z
"Delayed train","Kendall","Red Line - Southbound",1,0,2015-03-12T20:36:17.997Z,2015-03-12T20:42:23.362Z
"Train stopped between stations","Central Square","Red Line - Southbound",0,0,2015-03-30T22:02:07.948Z,2015-03-30T22:02:07.948Z
"Delayed train","North Station","Orange Line - Southbound",0,0,2015-02-25T22:52:55.784Z,2015-02-25T22:52:55.784Z
"Delayed train","Charles/MGH","Red Line - Southbound",0,0,2015-05-06T21:09:57.534Z,2015-05-06T21:09:57.534Z
"Disabled train","South Station","Providence-Stoughton Line - Outbound",0,0,2015-06-08T15:09:26.173Z,2015-06-08T15:09:26.173Z
"Train stopped between stations","Park Street","Green Line D - Eastbound",0,0,2015-03-02T21:38:55.511Z,2015-03-02T21:38:55.511Z
"Normal conditions","Downtown Crossing","Orange Line - Northbound",1,0,2015-03-03T23:19:06.886Z,2015-03-03T23:20:39.328Z
"Overcrowded train","JFK/UMass","Red Line - Northbound",0,1,2015-02-26T13:09:13.661Z,2015-02-26T13:09:13.661Z
"Overcrowded train","Back Bay","Orange Line - Southbound",0,0,2015-02-25T22:13:56.281Z,2015-02-25T22:13:56.282Z
"Normal conditions","Downtown Crossing","Red Line - Northbound",5,0,2015-02-24T23:33:04.833Z,2015-02-25T00:04:59.719Z
"Train too crowded to board","Central Square","Red Line - Southbound",0,0,2015-06-03T12:52:37.442Z,2015-06-03T12:52:37.442Z
"Train stopped between stations","Charles/MGH","Red Line - Northbound",1,0,2015-05-26T12:26:58.371Z,2015-05-26T12:30:38.636Z
"Normal conditions","Broadway","Red Line - Northbound",1,0,2015-02-25T23:12:12.089Z,2015-02-25T23:19:44.711Z
"Train too crowded to board","Kendall","Red Line - Northbound",0,0,2015-03-06T22:55:18.082Z,2015-03-06T22:55:18.082Z
"Normal conditions","Harvard Square","Red Line - Southbound",0,0,2015-04-06T22:17:00.763Z,2015-04-06T22:17:00.763Z
"Delayed train","Prudential","Green Line E - Westbound",0,0,2015-07-15T00:44:39.353Z,2015-07-15T00:44:39.353Z
"Overcrowded platform","Kendall","Red Line - Northbound",2,0,2015-03-05T22:04:46.573Z,2015-03-05T22:08:13.527Z
"Normal conditions","Oak Grove","Orange Line - Southbound",0,0,2015-03-28T16:55:05.687Z,2015-03-28T16:55:05.687Z
"Overcrowded train","Downtown Crossing","Red Line - Southbound",0,0,2015-02-27T23:38:50.089Z,2015-02-27T23:38:50.089Z
"Delayed train","Broadway","Red Line - Southbound",0,0,2015-03-11T00:10:35.581Z,2015-03-11T00:10:35.581Z
"Normal conditions","North Station","Orange Line - Northbound",0,0,2015-03-09T21:27:28.813Z,2015-03-09T21:27:28.813Z
"Overcrowded platform","Roxbury Crossing","Orange Line - Northbound",0,1,2015-03-06T20:23:56.986Z,2015-03-06T20:23:56.986Z
"Delayed train","North Quincy","Red Line - Southbound",1,0,2015-02-25T23:00:56.760Z,2015-02-25T23:01:47.006Z
"Delayed train","Harvard Square","Red Line - Northbound",0,0,2015-03-12T20:03:24.900Z,2015-03-12T20:03:24.900Z
"Train stopped between stations","North Quincy","Red Line - Northbound",1,0,2015-03-17T15:20:59.469Z,2015-03-17T15:22:12.251Z
"Delayed train","Dedham Corp. Center","Franklin Line - Inbound",0,0,2015-03-16T11:36:32.377Z,2015-03-16T11:36:32.377Z
"Delayed train","Ruggles","Franklin Line - Outbound",1,0,2015-03-05T21:30:45.605Z,2015-03-05T21:32:24.487Z
"Normal conditions","Park Street","Red Line - Southbound",0,0,2015-04-05T00:50:51.406Z,2015-04-05T00:50:51.406Z
"Train standing by at station","South Station","Red Line - Northbound",0,0,2015-05-12T22:49:33.048Z,2015-05-12T22:49:33.048Z
"Delayed train","Charles/MGH","Red Line - Northbound",0,1,2015-03-04T23:03:07.148Z,2015-03-04T23:03:07.148Z
"Normal conditions","Charles/MGH","Red Line - Southbound",0,0,2015-02-26T12:06:15.472Z,2015-02-26T12:06:15.472Z
"Train standing by at station","Beaconsfield","Green Line D - Westbound",0,0,2015-04-14T22:21:29.729Z,2015-04-14T22:21:29.729Z
"Normal conditions","Central Square","Red Line - Southbound",14,0,2015-02-26T12:53:25.549Z,2015-02-26T14:03:22.966Z
"Train standing by at station","South Station","Franklin Line - Inbound",0,0,2015-06-08T15:10:20.502Z,2015-06-08T15:10:20.502Z
"Normal conditions","Washington St & E Newton St","SL5 - Inbound",0,0,2015-03-13T01:06:38.828Z,2015-03-13T01:06:38.828Z
"Delayed train","Ruggles","Orange Line - Northbound",0,0,2015-03-06T20:23:15.147Z,2015-03-06T20:23:15.147Z
"Train too crowded to board","Porter Square","Red Line - Southbound",2,0,2015-03-04T13:08:22.958Z,2015-03-04T13:09:10.043Z
"Train too crowded to board","Downtown Crossing","Orange Line - Northbound",0,0,2015-03-03T22:37:25.158Z,2015-03-03T22:37:25.158Z
"Delayed train","Wellington","Orange Line - Southbound",4,0,2015-02-26T12:39:57.905Z,2015-02-26T13:03:35.094Z
"Train stopped between stations","Charles/MGH","Red Line - Southbound",0,0,2015-05-05T21:34:55.671Z,2015-05-05T21:34:55.671Z
"Medical emergency","Park Street","Red Line - Northbound",0,0,2015-02-25T16:54:36.160Z,2015-02-25T16:54:36.160Z
"Train too crowded to board","Community College","Orange Line - Southbound",1,0,2015-02-26T14:04:52.799Z,2015-02-26T14:05:21.330Z
"Train too crowded to board","State Street","Orange Line - Southbound",3,0,2015-02-26T12:30:13.066Z,2015-02-26T12:57:08.495Z
"Normal conditions","Ashmont","Red Line - Northbound",0,0,2015-02-26T13:05:14.538Z,2015-02-26T13:05:14.538Z
"Delayed train","Longwood","Green Line D - Eastbound",0,0,2015-05-26T21:20:06.605Z,2015-05-26T21:20:06.605Z
"Normal conditions","Harvard Square","Red Line - Southbound",2,0,2015-02-26T21:40:36.619Z,2015-02-26T21:47:49.748Z
"Disabled train","Fairmount","Fairmount Line - Outbound",0,0,2015-07-01T23:07:50.651Z,2015-07-01T23:07:50.651Z
"Train stopped between stations","Downtown Crossing","Red Line - Southbound",0,0,2015-02-24T23:39:12.628Z,2015-02-24T23:39:12.628Z
"Disabled train","Park Street","Red Line - Southbound",0,0,2015-02-25T00:29:15.836Z,2015-02-25T00:29:15.836Z
"Overcrowded train","Malden Center","Orange Line - Northbound",0,0,2015-02-27T22:33:31.691Z,2015-02-27T22:33:31.691Z
"Delayed train","Chinatown","Orange Line - Northbound",0,0,2015-03-14T02:58:22.072Z,2015-03-14T02:58:22.072Z
"Overcrowded platform","Kendall","Red Line - Southbound",0,0,2015-05-18T22:18:16.490Z,2015-05-18T22:18:16.490Z
"Delayed train","State Street","Orange Line - Northbound",3,0,2015-04-07T21:16:44.025Z,2015-04-07T21:26:43.770Z
"Normal conditions","Sullivan Square","Orange Line - Southbound",0,0,2015-02-27T14:06:16.992Z,2015-02-27T14:06:16.992Z
"Disabled train","Lechmere","Green Line E - Westbound",0,0,2015-03-06T22:26:30.275Z,2015-03-06T22:26:30.275Z
"Normal conditions","Davis","Red Line - Southbound",1,0,2015-03-09T12:13:57.986Z,2015-03-09T12:14:29.698Z
"Train too crowded to board","Park Street","Green Line B - Westbound",0,0,2015-03-04T22:53:24.983Z,2015-03-04T22:53:24.983Z
"Train standing by at station","Harvard Square","Red Line - Southbound",0,0,2015-05-27T22:18:17.221Z,2015-05-27T22:18:17.221Z
"Delayed train","Kendall","Red Line - Northbound",0,0,2015-04-13T21:28:10.296Z,2015-04-13T21:28:10.296Z
"Police action","Davis","Red Line - Southbound",3,0,2015-05-02T18:12:32.966Z,2015-05-02T18:23:39.096Z
"Normal conditions","Harvard Square","Red Line - Southbound",5,0,2015-02-26T14:23:19.493Z,2015-02-26T15:00:00.800Z
"Train standing by at station","Downtown Crossing","Red Line - Southbound",1,0,2015-03-13T21:25:35.024Z,2015-03-13T21:25:45.695Z
"Train standing by at station","Central Square","Red Line - Northbound",1,1,2015-05-18T22:31:55.872Z,2015-05-18T22:33:30.349Z
"Delayed train","Roxbury Crossing","Orange Line - Northbound",1,0,2015-03-10T19:48:40.459Z,2015-03-10T19:49:24.858Z
"Delayed train","Harvard Square","Red Line - Northbound",1,0,2015-03-03T22:23:31.380Z,2015-03-03T22:23:42.173Z
"Delayed train","Oak Grove","Orange Line - Southbound",0,0,2015-02-27T14:17:58.378Z,2015-02-27T14:17:58.378Z
"Train stopped between stations","Charles/MGH","Red Line - Southbound",2,1,2015-02-25T13:19:36.093Z,2015-02-25T13:28:48.212Z
"Disabled train","Massachusetts Ave.","Orange Line - Northbound",1,0,2015-03-05T21:04:12.062Z,2015-03-05T21:04:26.510Z
"Delayed train","North Quincy","Red Line - Northbound",0,0,2015-02-26T12:41:46.238Z,2015-02-26T12:41:46.238Z
"Delayed train","Wonderland","Blue Line - Southbound",0,0,2015-02-26T10:27:37.549Z,2015-02-26T10:27:37.549Z
"Overcrowded train","Downtown Crossing","Orange Line - Northbound",1,0,2015-02-27T23:13:15.706Z,2015-02-27T23:14:07.075Z
"Overcrowded train","Park Street","Green Line E - Westbound",0,0,2015-03-07T00:12:32.199Z,2015-03-07T00:12:32.199Z
"Overcrowded platform","South Station","Red Line - Northbound",1,1,2015-03-05T21:57:57.732Z,2015-03-05T22:15:51.793Z
"Normal conditions","Kendall","Red Line - Northbound",0,0,2015-02-27T23:06:39.239Z,2015-02-27T23:06:39.239Z
"Delayed train","Central Square","Red Line - Southbound",0,1,2015-02-26T22:46:50.374Z,2015-02-26T22:46:50.374Z
"Delayed train","Porter Square","Red Line - Southbound",3,0,2015-04-07T11:50:29.900Z,2015-04-07T12:00:42.904Z
"Delayed train","Kendall","Red Line - Northbound",0,0,2015-07-27T22:02:08.104Z,2015-07-27T22:02:08.104Z
"Delayed train","Beverly","Newburyport-Rockport Line - Inbound",0,0,2015-03-13T11:08:56.696Z,2015-03-13T11:08:56.696Z
"Delayed train","Downtown Crossing","Orange Line - Southbound",1,0,2015-04-14T22:21:05.329Z,2015-04-14T22:24:55.411Z
"Delayed train","South Station","Red Line - Southbound",0,0,2015-03-12T20:43:03.707Z,2015-03-12T20:43:03.707Z
"Delayed train","South Station","Red Line - Northbound",1,0,2015-03-02T22:55:17.494Z,2015-03-02T22:55:23.509Z
"Delayed train","Broadway","Red Line - Northbound",0,0,2015-07-03T18:17:40.758Z,2015-07-03T18:17:40.758Z
"Train too crowded to board","Back Bay","Orange Line - Southbound",0,0,2015-05-12T21:10:19.779Z,2015-05-12T21:10:19.779Z
"Train stopped between stations","Hynes Convention Center","Green Line C - Eastbound",0,0,2015-04-02T11:06:27.839Z,2015-04-02T11:06:27.839Z
"Normal conditions","Downtown Crossing","Red Line - Southbound",0,0,2015-04-02T19:58:12.920Z,2015-04-02T19:58:12.920Z
"Train too crowded to board","Wollaston","Red Line - Northbound",0,2,2015-02-27T12:25:12.526Z,2015-02-27T12:25:12.526Z
"Overcrowded train","Reservoir","Green Line D - Eastbound",0,0,2015-02-27T22:56:15.832Z,2015-02-27T22:56:15.832Z
"Delayed train","Longwood","Green Line D - Westbound",0,0,2015-04-08T21:27:11.476Z,2015-04-08T21:27:11.476Z
"Overcrowded train","Wellington","Orange Line - Southbound",1,0,2015-03-05T13:25:10.795Z,2015-03-05T13:35:55.984Z
"Disabled train","Massachusetts Ave.","Orange Line - Northbound",0,0,2015-06-07T15:52:55.503Z,2015-06-07T15:52:55.503Z
"Train standing by at station","Assembly","Orange Line - Southbound",0,0,2015-03-17T12:19:53.212Z,2015-03-17T12:19:53.212Z
"Delayed train","Park Street","Red Line - Northbound",0,0,2015-04-13T02:53:26.393Z,2015-04-13T02:53:26.393Z
"Train stopped between stations","Porter Square","Red Line - Northbound",2,0,2015-05-15T22:51:53.101Z,2015-05-15T23:03:39.737Z
"Delayed train","North Station","Green Line C - Eastbound",0,0,2015-03-06T22:35:10.393Z,2015-03-06T22:35:10.393Z
"Train stopped between stations","Back Bay","Orange Line - Northbound",0,0,2015-02-26T14:17:11.225Z,2015-02-26T14:17:11.225Z
"Train too crowded to board","Massachusetts Ave.","Orange Line - Northbound",0,0,2015-02-25T13:15:52.083Z,2015-02-25T13:15:52.083Z
"Delayed train","North Station","Orange Line - Southbound",1,0,2015-02-26T21:45:35.650Z,2015-02-26T22:03:09.485Z
"Disabled train","Kenmore","Green Line B - Westbound",0,0,2015-07-31T20:40:25.667Z,2015-07-31T20:40:25.667Z
"Train stopped between stations","JFK/UMass","Red Line - Northbound",0,0,2015-05-12T12:25:16.452Z,2015-05-12T12:25:16.452Z
"Train stopped between stations","Kenmore","Green Line C - Eastbound",0,1,2015-04-02T11:04:01.804Z,2015-04-02T11:04:01.804Z
"Delayed train","North Station","Green Line C - Eastbound",0,0,2015-03-03T13:06:29.485Z,2015-03-03T13:06:29.485Z
"Normal conditions","Kendall","Red Line - Northbound",0,0,2015-03-30T20:19:08.357Z,2015-03-30T20:19:08.357Z
"Delayed train","Ruggles","Franklin Line - Outbound",1,0,2015-03-10T22:28:49.729Z,2015-03-10T22:29:11.162Z
"Delayed train","Alewife","Red Line - Northbound",0,0,2015-03-05T02:13:17.093Z,2015-03-05T02:13:17.093Z
"Train too crowded to board","Wollaston","Red Line - Northbound",2,0,2015-04-16T11:55:56.299Z,2015-04-16T12:12:02.788Z
"Сannibal yeti attacks the train... We all gonna die!","Kendall","Red Line - Northbound",5,2,2015-02-26T23:27:52.942Z,2015-02-26T23:29:24.084Z
"Delayed train","Hyde Park","Providence-Stoughton Line - Inbound",1,0,2015-03-17T11:23:35.529Z,2015-03-17T11:23:35.694Z
"Overcrowded platform","Assembly","Orange Line - Southbound",3,0,2015-02-26T13:31:47.446Z,2015-02-26T13:36:11.344Z
"Train too crowded to board","Reservoir","Green Line D - Westbound",0,0,2015-03-30T21:39:51.283Z,2015-03-30T21:39:51.283Z
"Train too crowded to board","Oak Grove","Orange Line - Southbound",0,1,2015-02-25T23:13:57.380Z,2015-02-25T23:13:57.380Z
"Normal conditions","Wollaston","Red Line - Southbound",4,1,2015-02-25T02:40:05.773Z,2015-02-25T03:20:57.355Z
"Delayed train","Davis","Red Line - Northbound",0,0,2015-03-09T13:31:16.398Z,2015-03-09T13:31:16.398Z
"Overcrowded train","Wood Island","Blue Line - Southbound",0,0,2015-02-27T01:50:13.014Z,2015-02-27T01:50:13.014Z
"Delayed train","Grafton","Framingham-Worcester Line - Inbound",0,0,2015-03-27T11:17:08.140Z,2015-03-27T11:17:08.140Z
"Normal conditions","Downtown Crossing","Orange Line - Southbound",0,0,2015-02-27T23:19:41.338Z,2015-02-27T23:19:41.338Z
"Train too crowded to board","Broadway","Red Line - Northbound",0,0,2015-02-27T13:23:21.231Z,2015-02-27T13:23:21.231Z
"Train stopped between stations","Kendall","Red Line - Southbound",0,1,2015-03-12T22:04:36.824Z,2015-03-12T22:04:36.824Z
"Delayed train","Woodland","Green Line D - Westbound",0,0,2015-07-30T12:21:04.924Z,2015-07-30T12:21:04.924Z
"Disabled train","Newton Centre","Green Line D - Eastbound",0,0,2015-05-29T21:41:56.124Z,2015-05-29T21:41:56.124Z
"Delayed train","Central Square","Red Line - Southbound",0,0,2015-03-28T09:34:08.267Z,2015-03-28T09:34:08.267Z
"Overcrowded train","Kendall","Red Line - Southbound",0,0,2015-05-01T21:23:17.027Z,2015-05-01T21:23:17.027Z
"Train too crowded to board","Arlington","Green Line E - Eastbound",0,0,2015-03-26T21:22:39.273Z,2015-03-26T21:22:39.273Z
"Delayed train","JFK/UMass","Red Line - Northbound",0,0,2015-03-24T16:12:31.800Z,2015-03-24T16:12:31.800Z
"Train standing by at station","Porter Square","Red Line - Southbound",4,0,2015-05-12T22:10:53.954Z,2015-05-12T22:46:51.292Z
"Disabled train","Arlington","Green Line C - Eastbound",0,0,2015-04-19T00:03:47.775Z,2015-04-19T00:03:47.775Z
"Overcrowded platform","Sullivan Square","Orange Line - Southbound",0,0,2015-03-05T13:52:46.965Z,2015-03-05T13:52:46.965Z
"Normal conditions","Haymarket","Orange Line - Southbound",0,0,2015-02-27T19:04:26.498Z,2015-02-27T19:04:26.498Z
"Normal conditions","Back Bay","Orange Line - Southbound",0,0,2015-03-04T22:16:34.512Z,2015-03-04T22:16:34.512Z
"Delayed train","North Station","Orange Line - Northbound",0,0,2015-03-20T22:49:06.331Z,2015-03-20T22:49:06.331Z
"Delayed train","Wellington","Orange Line - Southbound",1,0,2015-03-04T12:15:04.472Z,2015-03-04T12:18:08.941Z
"Overcrowded platform","Downtown Crossing","Orange Line - Northbound",4,0,2015-02-26T21:22:50.911Z,2015-02-26T21:46:53.129Z
"Overcrowded platform","South Station","Red Line - Northbound",0,0,2015-05-20T22:16:59.033Z,2015-05-20T22:16:59.033Z
"Delayed train","Downtown Crossing","Red Line - Northbound",0,0,2015-07-26T19:58:29.282Z,2015-07-26T19:58:29.282Z
"Train stopped between stations","Copley","Green Line B - Westbound",0,0,2015-03-07T16:41:43.034Z,2015-03-07T16:41:43.034Z
"Delayed train","Shawmut","Red Line - Northbound",0,0,2015-03-05T20:49:19.854Z,2015-03-05T20:49:19.854Z
"Normal conditions","Davis","Red Line - Southbound",5,0,2015-02-26T13:03:42.202Z,2015-02-26T13:07:12.751Z
"Delayed train","Park Street","Red Line - Southbound",0,0,2015-03-07T21:03:48.894Z,2015-03-07T21:03:48.894Z
"Normal conditions","Brigham Circle","Green Line E - Eastbound",0,0,2015-02-27T12:27:44.299Z,2015-02-27T12:27:44.299Z
"Delayed train","North Station","Green Line E - Eastbound",0,0,2015-03-21T21:55:10.960Z,2015-03-21T21:55:10.960Z
"Delayed train","Davis","Red Line - Southbound",1,0,2015-03-17T12:08:03.040Z,2015-03-17T12:20:08.801Z
"Delayed train","Needham Heights","Needham Line - Inbound",0,0,2015-03-11T12:07:02.848Z,2015-03-11T12:07:02.848Z
"Delayed train","Quincy Adams","Red Line - Northbound",0,0,2015-02-25T14:09:09.888Z,2015-02-25T14:09:09.888Z
"Overcrowded platform","Central Square","Red Line - Southbound",1,0,2015-06-18T12:33:27.473Z,2015-06-18T12:49:36.082Z
"Train too crowded to board","Central Square","Red Line - Southbound",0,0,2015-04-15T12:21:09.911Z,2015-04-15T12:21:09.911Z
"Delayed train","South Attleboro","Providence-Stoughton Line - Inbound",0,0,2015-05-08T10:46:01.973Z,2015-05-08T10:46:01.973Z
"Delayed train","Fitchburg","Fitchburg Line - Outbound",0,0,2015-03-12T03:08:50.174Z,2015-03-12T03:08:50.174Z
"Normal conditions","Davis","Red Line - Southbound",2,0,2015-03-26T12:08:52.485Z,2015-03-26T12:25:20.615Z
"Normal conditions","Lechmere","Green Line E - Westbound",0,0,2015-05-23T20:00:38.661Z,2015-05-23T20:00:38.661Z
"Police action","South Station","Red Line - Southbound",1,0,2015-03-07T21:19:27.183Z,2015-03-07T21:22:05.678Z
"Train too crowded to board","Shawmut","Red Line - Northbound",0,0,2015-07-29T21:25:11.670Z,2015-07-29T21:25:11.670Z
"Overcrowded train","North Station","Orange Line - Southbound",1,0,2015-03-03T13:29:03.701Z,2015-03-03T13:42:16.595Z
"Train standing by at station","South Station","Red Line - Northbound",0,0,2015-06-11T19:30:52.639Z,2015-06-11T19:30:52.639Z
"Disabled train","South Station","Red Line - Northbound",0,1,2015-03-09T13:31:42.333Z,2015-03-09T13:31:42.333Z
"Normal conditions","South Weymouth","Kingston-Plymouth Line - Outbound",0,0,2015-03-05T23:43:41.035Z,2015-03-05T23:43:41.035Z
"Delayed train","Park Street","Green Line B - Westbound",0,0,2015-04-14T12:54:32.705Z,2015-04-14T12:54:32.705Z
"Normal conditions","North Quincy","Red Line - Southbound",1,0,2015-02-25T23:04:04.219Z,2015-02-25T23:21:00.521Z
"Overcrowded platform","Downtown Crossing","Red Line - Southbound",0,1,2015-03-05T22:26:55.589Z,2015-03-05T22:26:55.589Z
"Overcrowded train","Downtown Crossing","Red Line - Northbound",1,1,2015-02-25T23:36:15.737Z,2015-02-25T23:38:11.733Z
"Train standing by at station","Central Square","Red Line - Northbound",0,0,2015-03-12T20:57:58.631Z,2015-03-12T20:57:58.631Z
"Train stopped between stations","Quincy Adams","Red Line - Northbound",0,0,2015-04-07T12:40:18.112Z,2015-04-07T12:40:18.112Z
"Normal conditions","Alewife","Red Line - Northbound",3,0,2015-02-25T22:24:49.725Z,2015-02-25T22:28:47.615Z
"Overcrowded stop","South Station","SL2 - Outbound",0,0,2015-05-26T23:48:27.921Z,2015-05-26T23:48:27.921Z
"Overcrowded platform","Charles/MGH","Red Line - Northbound",1,0,2015-03-05T22:11:25.648Z,2015-03-05T22:13:21.892Z
"Delayed train","Alewife","Red Line - Southbound",0,0,2015-06-10T18:34:34.807Z,2015-06-10T18:34:34.807Z
"Delayed train","Kendall","Red Line - Southbound",1,0,2015-02-25T13:22:59.647Z,2015-02-25T13:26:48.394Z
"Disabled train","Oak Grove","Orange Line - Southbound",0,0,2015-05-23T20:45:41.950Z,2015-05-23T20:45:41.950Z
"Train stopped between stations","Quincy Center","Red Line - Southbound",0,0,2015-02-24T23:40:14.158Z,2015-02-24T23:40:14.158Z
"Train too crowded to board","Community College","Orange Line - Southbound",1,0,2015-07-08T12:46:26.070Z,2015-07-08T12:54:36.502Z
"Train too crowded to board","Babcock Street","Green Line B - Eastbound",0,0,2015-03-04T14:17:46.852Z,2015-03-04T14:17:46.852Z
"Train too crowded to board","Downtown Crossing","Red Line - Southbound",0,0,2015-03-12T21:36:24.777Z,2015-03-12T21:36:24.777Z
"Train too crowded to board","Central Square","Red Line - Southbound",1,0,2015-06-10T12:45:34.812Z,2015-06-10T12:53:59.148Z
"Train standing by at station","North Station","Orange Line - Northbound",1,0,2015-07-07T20:06:03.285Z,2015-07-07T20:07:54.171Z
"Disabled train","Braintree","Red Line - Northbound",0,0,2015-06-17T16:21:17.310Z,2015-06-17T16:21:17.310Z
"Delayed train","Oak Grove","Orange Line - Southbound",0,2,2015-02-26T12:34:51.749Z,2015-02-26T12:34:51.749Z
